_type,_id,_revision,_page.next,telkinio_pav,m_vietos_kodas,m_vietos_pav,koord,data,debitas,sroves_greitis,vandens_temp,suspend_medziagos,sarmingumas,deguon_istirpes,deguon_prisotinimas,ph,elektr_laidis,biochem_deg_suvartojimas,amonio_azotas,nitritu_azotas,nitratu_azotas,azotas_mineralinis,azotas_bendras,fosfatu_fosforas,fosforas_bendras,chem_deg_suvartojimas,anglingumas,chloridai,kalcis,kalis,magnis,natris,sulfatai,chlorofilas_a,kalcio_karbonatas,gyvsidabris,kadmis,nikelis,svinas,varis,chromas,vanadis,aliuminis,alavas,arsenas,cinkas,antracenas,fluorantenas,naftalenas,benz_a_pirenas,benz_b_fluorantenas,benz_k_fluorantenas,benz_ghi_perilenas,inden_123_cd_pirenas,p4_n_nonilfenolis,p4_n_oktilfenolis,p4_nonilfenolis,p4_nonilfenolis_sakot,p4_n_nonilfenolis_sakot,p4_tert_oktilfenolis,p4_t_oktilfenolio_dietoksilatas,p4_t_oktilfenolio_monoetoksilatas,p4_t_oktilfenolio_trietoksilatas,nonilfenoliai,pentachlorfenolis,benzenas,p12_dichloretanas,p123_trichlorbenzenas,p124_trichlorbenzenas,heksachlorbutadienas,trichloretilenas,tetrachlormetanas,dichlormetanas,tetrachloretilenas,trichlormetanas,aldrinas,dieldrinas,izodrinas,endrinas,alfa_heksachlorcikloheksanas,beta_heksachlorcikloheksanas,gama_heksachlorcikloheksanas,heksachlorbenzenas,pentachlorbenzenas,alfa_endosulfanas,beta_endosulfanas,o_p_ddt,p_p_ddd,p_p_ddt,p_p_dde,simazinas,atrazinas,diuronas,izoproturonas,chinoksifenas,aklonifenas,cibutrinas,terbutrinas,chlorpyrifosas,chlorfenvinfosas,trifluralinas,heptachloras,heptachloro_epoksidas,tributilalavo_katijonas,di2_etilheksilftalatas,chloralkanai,hbcdd,bde_28,bde_47,bde_85,bde_99,bde_100,bde_153,bde_154,pcb_28,pcb_52,pcb_101,pcb_118,pcb_138,pcb_153,pcb_180,p17_alfa_etinilestradiolis,p17_beta_estradiolis,estronas,eritromicinas,klaritromicinas,azitromicinas,amoksicilinas,ciprofloksacinas,diklofenakas,p26_di_tret_butil_4_metilfenolis,tiametoksamas,tiaklopridas,metiokarbas,oksadiazonas,trialatas,klotianidinas,imidaklopridas,acetamipridas,pfba,pfpea,pfhxa,pfhpa,pfoa,pfnr,pfda,pfunda,pfdoda,pfbs,pfhxs,pfhps,pfos,pfds,pfosa,dikofolis,alachloras,bifenoksas,cipermetrinas,dichlorvosas,hbcdd_izo_sum,pfos_dariniai,sulfametoksazolas,trimetoprimas,venlafaksinas,odesmetilvenlafaksinas,flukonazolas,penkonazolas,ipkonazolas,tebukonazolas,klotrimazolas,imazalilas,tetrakonazolas,dimoksistrobinas,famoksadonas,metaflumizonas,metkonazolas,mikonazolas,prochlorazas
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,4fdda0a9-1b6f-4e26-b763-b8347cfabd54,e05fc69e-e62f-46fb-bd84-c8239ec50672,,NERIS,LTR50,Neris aukščiau Kauno,POINT (6091399 496152),2022-02-28,,,2.4,,,13.9,,8.3,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,01",,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,4fe56ee8-d8f2-4b97-83b7-34c5f7f5ed73,fa3edb19-ef6a-460d-af81-bdd22544c01a,,Šešupė,LTR1494,Šešupė ties Kuktiškiais,POINT (6050471 458419),2019-07-16,2.22,,19.9,2.4,5.4,6.96,76.991,8.24,608,2.6,0.06,0.01,0.48,0.55,1.4,0.11,0.15,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,4feca88d-4b40-4005-8bfd-797fb08a4e0c,dfc9e7ff-121a-4a00-8bd8-988758becf97,,Jūra,LTR265,Jūra ties Mociškiais,POINT (6109432 383328),2018-07-09,5.32,,22.0,25,2.3,5.9,,8.3,517,8.4,0.023,0.002,"<0,003",0.028,1.3,0.009,0.11,"<3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,5001954b-ac43-4207-b3ff-b59bf4b4ee02,577a3ba1-614a-4430-a9f9-c9dbf75eb718,,Daugyvenė,LTR99,Daugyvenė žiotyse,POINT (6210168 497646),2022-09-19,0.87,0.14,12.6,2,6.2,7.93,74.811,8.2,1011,0.89,0.015,0.008,1.2,1.2229999999999999,2.5,0.015,0.038,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,5001d46d-2aec-492c-8503-9be08733168c,f3624c3e-0da2-4f2d-90d6-82dede335afe,,Gausantė,LTR1627,Gausantė ties Tamošiais,POINT (6115029 451756),2017-08-22,0.291,0.207,15.6,4.3,7.3,6.9,69.697,8.3,647,1.7,0.024,0.015,2.6,2.639,2.9,0.028,0.069,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,5006eaee-a35d-42c2-9404-8fb594a25cc7,d7c9ca8b-e5f7-4001-886d-5335391d84fa,,Juodupis,LTR1592,Juodupis žiotyse,POINT (6230306 491352),2017-04-10,0.181,0.21,10.5,7.7,7.9,8.51,76.391,8.25,1232,2.9,0.244,0.138,13.8,14.182,19.0,0.036,0.069,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,500a2ed4-7d4c-4664-b1f6-cf04cc8c085b,ca2885a0-290d-4c7e-998e-94ec3d107d45,,Marnaka,LTR1544,Marnaka ties Bagdoniškiais,POINT (6186573 546356),2017-10-10,,,10.4,3,5.2,7.54,67.563,7.8,878,0.87,"<0,01",0.011,4.8,4.821,7.2,0.093,0.11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,500c1481-77b5-4ece-80ed-1c980891ad42,7c9a7ade-b114-4a17-831e-adf56e2e565c,,Jotija,LTR1682,Jotija žemiau Pajotijų,POINT (6101901 440129),2017-10-02,0.39,0.18,9.7,10.4,7.9,8.41,74.097,8.4,848,3.8,0.06,0.034,8,8.094,28.0,0.029,0.063,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,501f4ed8-ce25-4bbc-ba31-ea9de158d3a6,3cfeec66-8e6d-499b-b163-3ea66d9c5b75,,Upyna,LTR491,Upyna ties tiltu prie Taučių,POINT (6207295 425063),2017-04-18,0.147,0.178,5.2,3.4,5.4,7.89,62.028,8.09,574,2.9,0.171,0.023,2.28,2.474,3.45,0.013,0.069,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50371a4c-663e-49af-9b56-79065fbe8c90,27144f24-4cb0-479a-ae71-8b495024c8e1,,Venta,LTR82,Venta žemiau Mažeikių,POINT (6252723 390928),2021-08-18,3.97,0.15,19.1,2.3,4.8,6.05,,8.47,542,2.1,0.1,0.01,0.18,0.29,0.99,0.19,0.29,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,15","<0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,001","<0,001","<0,001","<0,00005","<0,00005",,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,506cf4a9-fafa-4a80-9aa5-9153e68a245c,67f8bab6-8d62-4a39-889c-8dc5802b8407,,Mūša,LTR86,Mūša žemiau Saločių,POINT (6232878 525270),2017-03-27,32,0.43,5.8,2,4.9,12.32,98.324,8.0,940,1.1,0.012,0.02,4.5,4.532,5.8,0.029,0.037,40.3,10.0,,,,,,,,454.0,"<0,01","<0,1",,,1,0.65,0.64,67,<5,<2,<15,"<0,002","<0,002","<0,002","<0,004",0.026,0.018,"<0,004",0.025,,,,,,,,,,,,,,,,,,,,,"<0,2","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,004","<0,004","<0,005","<0,005","<0,005","<0,005","<0,025","<0,04","<0,04","<0,04","<0,05","<0,04",,"<0,003",,,,"<0,005","<0,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,507a4756-193d-4e4d-8353-43ff29deb1de,758cc12a-6f4c-4767-b45a-c4a7231db279,,Alna,LTR1632,Alna aukščiau Kučiūnų,POINT (5997937 467456),2021-04-19,0.568,0.29,7.3,3.5,3.7,10.2,84.647,7.9,443,2.5,0.03,0.011,0.82,0.861,1.2,0.011,0.081,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,507bb9b9-0343-4bce-bb5a-b6bf0bf0cc4a,b5cd1c94-d3f1-4004-80ec-9835e4036f6c,,Šventoji,LTR133,Šventoji ties keliu Nr. 1502,POINT (6106520 533823),2022-10-04,32.1,,9.7,"<2,5",4.7,11.1,97.797,8.6,547,1.3,0.073,0.006,0.27,0.349,0.71,0.013,0.028,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,507e9a87-a676-479f-ab15-58cd6a52eddc,0d7601e6-6dc6-4e52-adf5-067be04e9e1e,,Dūkšta,LTR1353,Dūkšta ties Karmazinais,POINT (6076992 560518),2020-08-05,0.308,0.477,17.5,3,5.5,8.09,85.158,8.32,567,0.9,0.031,0.008,0.282,0.321,0.457,0.044,0.063,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,5081309b-7ede-48f1-9738-1ca8ec2822a0,6d2fd0f6-844b-4039-bba5-5d2f14049e02,,Venta,LTR82,Venta žemiau Mažeikių,POINT (6252723 390928),2017-07-24,3.62,0.17,21.7,1.1,5.0,9.81,112.5,8.14,532,2.7,0.037,0.01,0.139,0.186,0.691,0.098,0.14,16,6.7,17.0,78.0,3.0,15.0,7.6,82,,254.0,"<0,01","<0,09",1.86,"<1,3",0.905,"<0,75",0.46,<30,<5,2.22,"<1,3","<0,002","<0,002","<0,002","<0,004","<0,001","<0,001","<0,004","<0,003","<0,05","<0,05",,"<0,05",,"<0,05",,,,"<0,05","<0,05","<0,1","<0,2","<0,2","<0,2","<0,1","<0,1","<0,2","<0,2","<0,1","<0,2","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,004","<0,004","<0,005","<0,005","<0,005","<0,005","<0,025","<0,04","<0,04","<0,04","<0,05","<0,04","<0,004","<0,003",,,,"<0,005","<0,005","<0,006","<0,12",,,"<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,01","<0,01","<0,01","<0,01","<0,01","<0,01","<0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,5086b474-4ed3-441b-a7f6-b87a60e5e96d,13e68029-92de-4af8-b93c-7f2423de6455,,Lomena,LTR1481,Lomena ties keliu Nr. 143,POINT (6098881 528653),2021-07-26,0.242,0.172,20.2,4.3,5.5,10.2,113.586,8.5,622,3.8,0.013,0.008,0.18,0.201,0.7,0.11,0.15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,5088882e-251d-421d-9d67-e670f08ccb91,ad064355-9bc9-4fd8-b17e-30ba28799af2,,Šešupė,LTR26,Šešupė ties Lenkijos pasieniu,POINT (6024841 439134),2018-03-19,2.33,0.56,2.3,9.2,4.7,9.84,71.564,8.12,467,2.7,0.13,0.006,0.49,0.626,1.3,0.017,0.055,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,508c1a24-0000-4f8b-848c-c0ed9ec9779e,fe403e69-dc6d-48ab-b229-de6a9073c934,,Skirvytė,LTR127,Skirvytė ties Rusne,POINT (6131567 333428),2018-11-12,113,,8.0,2,3.5,9.5,,9.0,420,5.1,0.045,0.008,0.56,0.613,0.94,0.051,0.078,9.83,6.68,,,,,,,,231.0,,"<0,1",<1,<1,2,"<0,5",0.34,<30,"<0,1",<2,<30,"<0,002",0.006,"<0,002","<0,004",0.003,0.002,"<0,004","<0,003","<0,05","<0,05",,"<0,05",,"<0,05",,,,"<0,05","<0,05","<0,1","<0,2","<0,2","<0,2","<0,1","<0,1","<0,2","<0,2","<0,1","<0,2","<0,007","<0,008","<0,007","<0,007","<0,006","<0,01","<0,006","<0,009","<0,007","<0,006","<0,01","<0,008","<0,008","<0,008","<0,006","<0,025","<0,04","<0,04","<0,04","<0,05","<0,04","<0,004","<0,003","<0,5","<0,5","<0,5","<0,008","<0,006","<0,006",1.02,,,"<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,006","<0,005","<0,009","<0,007","<0,008","<0,007","<0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,034","<0,0023","<0,0003","<0,0002","<0,013",,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,5094bb37-b12b-4c43-8a5f-e047de05823c,badef30d-2d1b-4465-a969-33f98ae1580c,,Šventoji,LTR133,Šventoji ties keliu Nr. 1502,POINT (6106520 533823),2018-09-04,17.3,0.59,17.7,"<2,5",5.2,9.3,98.309,8.6,564,1.6,0.022,0.002,0.12,0.144,0.88,0.013,0.033,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50a7c3a2-7178-4929-8439-e931ba70a23c,299e18d2-7225-4970-b747-940475b4abe1,,Šventoji,LTR133,Šventoji ties keliu Nr. 1502,POINT (6106520 533823),2017-04-04,106,,8.0,14,4.1,11.4,96.284,8.3,455,2.8,0.033,0.012,2,2.045,2.2,0.029,0.069,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50a83fa9-7846-468a-a749-7e761bdaa832,86a1ee54-cc74-46b1-b22b-f2a9da3f9fbd,,Šešupė,LTR1494,Šešupė ties Kuktiškiais,POINT (6050471 458419),2019-10-01,1.38,,13.2,3.1,5.5,6.69,64.019,8.29,551,2.1,0.11,0.033,0.23,0.373,0.83,0.069,0.16,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50ac5dc3-9b9b-4a8a-996b-b216db938bff,ee144c04-c81b-47bc-bf76-e5d7945671c8,,Peršėkė,LTR1615,Peršėkė ties keliu Nr. 3322,POINT (6038462 489192),2020-02-05,,,1.4,7.5,5.2,12.1,85.877,8.3,737,2.7,0.07,0.015,5,5.085,5.4,0.056,0.11,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50b270b0-d5e1-4a11-bb56-34d58e13dbc6,4d55aa32-af5d-4839-8b4a-a1fbdf5ef86c,,Varduva,LTR1591,Varduva žemiau Kulšėnų HE ties Tiškais,POINT (6229938 379655),2020-02-19,0.809,0.437,5.0,6.1,3.3,10.65,83.268,8.54,379,1.2,0.028,0.014,2.23,2.272,2.69,0.006,0.064,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50c07dc6-bc3b-4139-89fe-deb498c42b19,6f513d98-1ce7-4fd4-9539-353f066474f0,,Višakis,LTR402,"Višakis aukščiau Pilviškių, ties keliu Nr. 137",POINT (6066647 449288),2021-07-19,0.18,0.07,21.9,2.4,3.8,4.51,51.959,7.75,474,6.0,0.07,0.008,0.18,0.258,2.6,0.063,0.086,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50d31c96-6686-47ce-b0e4-114a7d8fd8ec,bd8da8d2-e341-459b-8556-8746b095178f,,Merkys,LTR161,Merkys aukščiau Valkininkų,POINT (6026242 556843),2018-03-06,7.79,,1.9,5,3.8,11,79.137,8.0,451,2.3,0.13,0.007,1.3,1.437,1.6,0.031,0.066,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50e1e66d-e41e-4b32-84a1-488712b1ff6d,04d8b23d-d9de-465f-88cf-8e6415d9e846,,Dysna,LTR325,Dysna ties Kačergiške,POINT (6138207 653812),2017-02-13,2.58,0.33,0.3,3.9,4.1,11.2,77.082,8.3,430,2.4,0.27,0.004,0.27,0.544,1.6,0.005,0.025,24,,6.0,48.0,2.9,23.0,7.9,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50eb5fca-2f3d-473b-a0d2-83cb6d2f0d39,002a8260-9a1a-49a3-aec1-6aa7628e1a63,,Lokysta,LTR297,Lokysta ties Rubinavu,POINT (6150930 383445),2021-05-24,1.424,,16.0,13,4.8,8.2,83.503,8.4,497,5.7,0.02,0.03,0.69,0.74,1.4,"<0,006",0.083,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50eb670e-77ab-4f36-b653-4762c958883b,c2db0e5f-fbcb-4018-b573-2a9e39ec2c6c,,Lokysta,LTR297,Lokysta ties Rubinavu,POINT (6150930 383445),2021-08-18,,,18.0,5,4.6,8.0,85.106,8.2,437,2.2,0.039,0.013,0.31,0.362,0.91,0.03,0.089,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50f2d749-ee54-4c9d-9758-31f43561f5fb,cfece904-4053-484b-a878-51f5d2112a92,,Dratvuo,LTR793,Dratvuo aukščiau Liolių,POINT (6153130 442029),2019-04-24,0.143,0.126,15.4,3.3,4.9,8.8,,8.4,673,2.1,0.007,0.006,0.31,0.323,0.84,"<0,007",0.034,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50f5c0e2-7344-4348-981d-e81460317bbb,72698e35-a19e-4edf-89c9-bd062264c056,,Nedzingis,LTR1299,Nedzingis ties Burokraisčiu,POINT (6007165 524225),2022-02-14,2.591,0.511,0.8,2,3.1,14.5,101.186,8.0,446,4.8,0.05,0.015,2.4,2.465,2.8,0.018,0.061,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50f6b775-6d49-4e2a-bbfd-c80f2978e9df,927ec465-fc9b-463e-8db5-a97bf88b11d6,,Barupė,LTR236,Barupė aukščiau Nociūnų,POINT (6118754 501344),2022-10-04,0.52,0.191,10.7,"<2,5",5.4,8.5,76.715,8.4,743,3.4,0.054,0.018,1.6,1.672,2.3,0.01,0.034,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,50fcf601-afda-41aa-8257-7d197baabccb,d89a7ef6-074b-4718-b017-8f8c31c8d76e,,Vėzgė,LTR817,Vezgė ties Mažaičiais,POINT (6194132 476609),2020-02-25,0.123,0.199,3.4,2.3,6.2,13.8,103.371,8.42,1620,0.79,0.014,0.024,22,22.038,27.2,0.026,0.044,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
