_type,_id,_revision,_page.next,telkinio_pav,m_vietos_kodas,m_vietos_pav,koord,data,debitas,sroves_greitis,vandens_temp,suspend_medziagos,sarmingumas,deguon_istirpes,deguon_prisotinimas,ph,elektr_laidis,biochem_deg_suvartojimas,amonio_azotas,nitritu_azotas,nitratu_azotas,azotas_mineralinis,azotas_bendras,fosfatu_fosforas,fosforas_bendras,chem_deg_suvartojimas,anglingumas,chloridai,kalcis,kalis,magnis,natris,sulfatai,chlorofilas_a,kalcio_karbonatas,gyvsidabris,kadmis,nikelis,svinas,varis,chromas,vanadis,aliuminis,alavas,arsenas,cinkas,antracenas,fluorantenas,naftalenas,benz_a_pirenas,benz_b_fluorantenas,benz_k_fluorantenas,benz_ghi_perilenas,inden_123_cd_pirenas,p4_n_nonilfenolis,p4_n_oktilfenolis,p4_nonilfenolis,p4_nonilfenolis_sakot,p4_n_nonilfenolis_sakot,p4_tert_oktilfenolis,p4_t_oktilfenolio_dietoksilatas,p4_t_oktilfenolio_monoetoksilatas,p4_t_oktilfenolio_trietoksilatas,nonilfenoliai,pentachlorfenolis,benzenas,p12_dichloretanas,p123_trichlorbenzenas,p124_trichlorbenzenas,heksachlorbutadienas,trichloretilenas,tetrachlormetanas,dichlormetanas,tetrachloretilenas,trichlormetanas,aldrinas,dieldrinas,izodrinas,endrinas,alfa_heksachlorcikloheksanas,beta_heksachlorcikloheksanas,gama_heksachlorcikloheksanas,heksachlorbenzenas,pentachlorbenzenas,alfa_endosulfanas,beta_endosulfanas,o_p_ddt,p_p_ddd,p_p_ddt,p_p_dde,simazinas,atrazinas,diuronas,izoproturonas,chinoksifenas,aklonifenas,cibutrinas,terbutrinas,chlorpyrifosas,chlorfenvinfosas,trifluralinas,heptachloras,heptachloro_epoksidas,tributilalavo_katijonas,di2_etilheksilftalatas,chloralkanai,hbcdd,bde_28,bde_47,bde_85,bde_99,bde_100,bde_153,bde_154,pcb_28,pcb_52,pcb_101,pcb_118,pcb_138,pcb_153,pcb_180,p17_alfa_etinilestradiolis,p17_beta_estradiolis,estronas,eritromicinas,klaritromicinas,azitromicinas,amoksicilinas,ciprofloksacinas,diklofenakas,p26_di_tret_butil_4_metilfenolis,tiametoksamas,tiaklopridas,metiokarbas,oksadiazonas,trialatas,klotianidinas,imidaklopridas,acetamipridas,pfba,pfpea,pfhxa,pfhpa,pfoa,pfnr,pfda,pfunda,pfdoda,pfbs,pfhxs,pfhps,pfos,pfds,pfosa,dikofolis,alachloras,bifenoksas,cipermetrinas,dichlorvosas,hbcdd_izo_sum,pfos_dariniai,sulfametoksazolas,trimetoprimas,venlafaksinas,odesmetilvenlafaksinas,flukonazolas,penkonazolas,ipkonazolas,tebukonazolas,klotrimazolas,imazalilas,tetrakonazolas,dimoksistrobinas,famoksadonas,metaflumizonas,metkonazolas,mikonazolas,prochlorazas
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,0014f942-4400-4670-8fa7-40a9768f4dcd,e0dc6c0e-0e24-405a-bc6e-a549888128be,,Grūda,LTR1300,Grūda ties Puvočiais,POINT (5998022 519948),2022-02-08,2.851,1.011,2.1,3.5,2.2,13.2,95.514,7.7,252,3.7,0.06,0.006,0.7,0.766,0.83,0.036,0.088,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,0018419d-2c87-46a7-b5e1-205b7cc2d136,285fda7a-f2bc-4fbc-96a1-508e879309d7,,Nevėžis,LTR40,Nevėžis aukščiau Raudondvario,POINT (6090872 487250),2019-01-07,22.4,0.34,0.1,14,5.7,12.8,,8.2,695,2.8,0.34,0.025,4.3,4.665,4.8,0.087,0.15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,00284c9b-e537-4985-b20c-d4c12a4bb68d,1bc745a4-9c84-420b-af28-0ab908151bd8,,Armona,LTR192,Armona žemiau santakos su Pavarkla,POINT (6117609 543873),2017-10-04,3.689,0.736,10.1,3.4,4.9,10.99,97.776,7.87,591,4.2,0.06,0.028,2.35,2.438,3.28,0.021,0.051,57,,8.26,91.0,3.8,41.0,3.8,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,0030c589-3a58-47ea-a8b6-ca2b8c898312,e8ed4e06-8fc0-4ac8-b9d5-590ef682531c,,NERIS,LTR50,Neris aukščiau Kauno,POINT (6091399 496152),2020-06-02,112.0,0.68,18.2,13,3.7,12.1,129.274,8.3,429,5.9,0.019,0.008,0.79,0.817,1.2,0.017,0.072,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,0038aa80-db96-4c2d-a584-25d7aafa761c,7d0bd328-cf50-4908-8508-6839c69d486f,,Įstras,LTR1563,Įstras ties Talačkoniais,POINT (6210016 522398),2020-02-10,,,2.4,10,5.7,11.18,81.546,7.8,1410,0.89,0.058,0.048,12,12.106,15.0,0.046,0.053,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,004ab742-ab19-428f-b652-036327e3bacd,538ad720-9d52-4a37-ad87-a9c2e50e3316,,Beržtalis,LTR1478,Beržtalis ties Geručiais,POINT (6243231 499280),2018-10-02,0.479,0.293,11.2,2.3,5.9,6.31,,7.82,749,1.9,0.011,0.001,0.073,0.085,0.626,0.042,0.073,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,005670e6-4280-4cb6-aa2c-482172709571,95038715-648f-4d96-a16f-02a99899fb6b,,Kražantė,LTR1282,Kražantė ties Piliukais,POINT (6170758 439337),2017-06-21,0.89,,19.4,3.2,5.17,7.47,,8.27,580,2.6,0.074,0.017,0.354,0.445,0.692,0.057,0.083,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,005e6450-4929-4e23-8004-617f999f678b,6a352bce-14a1-48e6-8ef6-8c5b49257ecb,,Šešupė,LTR26,Šešupė ties Lenkijos pasieniu,POINT (6024841 439134),2020-09-14,0.71,0.16,15.0,"<1,7",5.1,7.75,77.268,8.23,496,1.2,"<0,02","<0,004",0.08,0.104,0.66,0.01,0.045,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,00696576-3978-4302-9401-33012be41e03,72bf4aff-4999-45af-a9ca-c55569764aaf,,Ringuva,LTR450,Ringuva žemiau Užringuvio,POINT (6213402 436003),2020-09-21,0.056,0.077,10.8,14,7.1,2.3,20.796,7.7,799,4.2,0.066,0.005,0.092,0.163,0.938,0.53,0.73,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,006c908f-87e8-4e01-a38f-7d4d2c4f4a18,183cd0b1-c915-4185-af20-792c19456d8f,,Jūra,LTR1462,Jūra ties Visdžiaugais,POINT (6153794 374887),2017-12-11,16.4,,4.0,7.7,3.7,7.7,,8.5,296,2.1,0.025,0.011,0.91,0.946,2.0,0.014,0.048,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,0078c228-a069-4065-9005-76ec475b588d,83a7d462-7347-4a00-89a3-550d15aac657,,Kurtuva,LTR1671,Kurtuva netoli žiočių ties keliu Nr. 215,POINT (6190492 442127),2017-10-02,0.136,0.131,10.0,1.2,4.1,9.24,,8.16,457,1.0,0.012,0.003,0.123,0.138,0.425,0.029,0.044,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,0079d0dc-281f-4129-9570-4174c3b3f8f8,1169872d-b2c1-4846-a86a-de6f4307315f,,Sidabra,LTR88,Sidabra ties pasieniu,POINT (6245476 476224),2019-10-22,0.092,,10.7,7.5,11.0,3.36,30.325,7.6,1554,20.0,1.2,0.017,0.24,1.457,28.0,4.67,5.37,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,007ef144-9c2a-4a3b-b1de-449445b4f735,efa1b06c-196d-4725-9eee-3b59c69353da,,Snietala,LTR1391,Snietala ties Ambručiais,POINT (6114588 444823),2019-02-20,0.732,0.222,3.6,4.7,4.1,12.1,,8.0,538,3.1,0.021,0.011,15,15.032,16.0,0.023,0.047,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,0091d452-1cbd-42b2-9274-a971f6faa270,e4001f94-6f65-42ff-90de-07c1d2e5ec97,,Geluža,LTR163,Geluža ties Valkininkais,POINT (6024342 553959),2019-07-01,0.274,0.278,14.1,9.5,2.6,8.4,82.031,8.0,444,2.2,0.07,0.007,0.96,1.037,1.1,0.04,0.091,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,0094e76f-896f-4912-bbfc-33a1d1abcf8e,d1c85b0e-f8af-4bac-9c0d-21cc7c13812d,,NEMUNAS,LTR136,"Nemunas žemiau Kauno, ties Kulautuva",POINT (6088484 477372),2021-07-14,270.0,0.59,25.7,11,3.8,6.8,84.263,8.3,434,4.2,0.07,0.029,0.2,0.299,0.69,0.035,0.12,27,10.4,,,,,,,,247.0,"<0,01","<0,1",<2,<1,<1,<1,"<0,1",<30,"<0,1",<2,<15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,15","<0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<0,01",,,"<0,001","<0,001","<0,001","<0,00005","<0,00005",,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,00961643-f2ee-4d33-a7c9-09949bf2cd3c,6a838440-e54f-4f08-9cc4-3b3c50397dd7,,Gausantė,LTR1627,Gausantė ties Tamošiais,POINT (6115029 451756),2020-04-01,0.124,0.127,2.9,7.9,6.3,12.7,93.865,8.2,676,2.2,0.03,0.023,8,8.053,8.3,0.02,0.034,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,009904d0-9d22-42d7-80c5-bd3e34d3a265,8b19cebb-4601-4efe-8076-e2849b840cbb,,Dubysa,LTR33,Dubysa aukščiau Seredžiaus,POINT (6105492 463701),2021-01-06,8.0,,1.3,6.3,5.6,14.8,104.742,8.3,657,1.9,0.08,0.031,2.7,2.811,7.1,0.033,0.055,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,009f4cd1-6dba-48fc-b302-c03d901cd58f,ecd5d85c-b099-43bd-a196-6435686ad9a9,,Kulšė,LTR1585,Kulšė žiotyse,POINT (6219663 326383),2017-09-26,0.66,0.35,15.0,<2,4.6,7.3,,8.1,580,0.9,"<0,008",0.024,4.7,4.732,4.9,0.007,0.023,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,00a7d762-95fd-4a8b-9dec-50024c3378e6,42f176e0-981a-4954-ac35-084c11aa688f,,Seimena,LTR1072,Šeimena ties Pašeimeniais,POINT (6055844 439006),2019-02-20,1.36,0.46,5.0,2,5.2,9.59,74.98,8.06,831,3.1,0.04,0.019,19,19.059,20.0,0.03,0.043,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,00b828b0-2553-4d79-9807-029cf4983f5e,6114aeb9-50ad-44a0-968d-8506429c940d,,Žvirgždė,LTR1450,Žvirgždė ties Bebrininkais,POINT (6062024 454333),2021-07-19,0.01,0.03,20.5,3.8,6.2,4.42,49.496,7.67,772,6.0,0.12,0.01,0.6,0.73,2.1,0.075,0.13,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,00be981e-188d-4a8e-83cc-2e1efb18a21d,580d678e-7baf-4bbd-9b81-8477eefb4bfa,,Pala,LTR448,Pala žiotyse,POINT (6213187 489194),2018-02-13,0.282,0.298,0.2,10,6.1,8.86,,7.94,760,1.3,0.181,0.029,6.46,6.67,7.84,0.031,0.056,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,00bfb750-930c-43b7-91ab-21f7794ecbe1,93d0583b-ff46-44c1-bdf1-5792fc48c8c0,,Jotija,LTR1510,Jotija aukščiau Mozūriškių,POINT (6099737 433532),2018-02-19,0.17,0.11,1.8,12,6.0,10.93,78.407,8.07,657,3.5,0.25,0.021,3.5,3.771,5.4,0.044,0.085,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,00d323b3-b7d0-4f44-9e4d-590291004cdd,5fabf752-f51a-4c87-a970-fdf454c56269,,Mituva,LTR232,Mituva ties Jurbarku,POINT (6105724 419765),2019-07-22,0.036,,19.5,"<1,7",4.3,6.95,76.206,7.8,464,2.4,0.02,0.015,0.35,0.385,1.0,0.004,0.02,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,00d80e37-2ab1-49c6-90bb-cd680633b647,356c3a44-030f-4237-a650-795389c60969,,Amata,LTR398,Amata žemiau Pušaloto,POINT (6198667 517171),2019-04-24,0.05,0.14,9.5,2,6.7,8.58,75.197,8.0,920,1.6,"<0,01",0.112,5.5,5.622,8.4,0.012,0.016,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,00e89e12-80e8-4417-8cf0-b7546cba34a8,9c1cf1a6-3083-44be-a315-84ca01e0503e,,Upytė,LTR1043,Upytė ties Gulbinėnais,POINT (6216680 539883),2019-05-02,0.09,0.18,12.0,4,6.9,7.04,65.488,7.8,1384,1.8,0.037,0.015,0.6,0.652,1.5,0.03,0.045,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,00e9225f-bd8c-4d85-bfcb-03b463c35c41,f78692ed-cc5a-40d0-9d65-3e053e313f55,,Lėvuo,LTR385,Lėvuo aukščiau Stirniškio,POINT (6184062 553496),2019-09-23,0.19,,10.2,3,5.9,7.74,68.984,7.9,580,1.0,0.048,0.006,0.22,0.274,0.67,0.042,0.065,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,00f95082-0c9a-4cfe-a81c-59b8655fee79,b89849b2-452f-43f5-bb5f-6f368ea7415f,,Lapišė,LTR1472,Lapišė ties Palapišiais,POINT (6155531 444696),2022-01-25,0.349,0.247,0.5,10,5.2,14.3,98.962,8.5,639,1.9,0.034,0.012,5.1,5.146,5.7,0.033,0.054,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,0102ca1e-759a-4fef-b605-f15620e87bbb,7226b6de-5a66-49b8-8927-d46bec9dc1ff,,Laikštė,LTR426,Laikštė žiotyse,POINT (6050506 460407),2021-02-10,0.05,0.13,0.9,3.4,6.7,9.99,69.909,8.16,1126,1.1,0.18,0.028,17,17.208,18.0,0.071,0.081,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,0103eba4-4736-4cea-9bf9-3d299e6b5258,e420341c-db1b-4e62-90ac-a3ebf6e3063d,,Mūša,LTR86,Mūša žemiau Saločių,POINT (6232878 525270),2020-03-18,51.1,0.49,6.3,5,5.8,11.54,93.366,8.0,917,1.3,0.024,0.024,14,14.048,19.0,0.011,0.014,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,01096a39-55f1-449c-8ec5-7f9ad748e955,a7d26f75-301f-456f-b114-4211633bd285,, Punelė,LTR1613,Punelė ties Punia,POINT (6041346 506287),2020-10-12,0.019,0.164,10.6,2,4.0,9.8,88.209,8.3,638,2.1,0.01,0.003,0.9,0.913,1.1,0.033,0.099,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,0110308d-e3fb-4945-812d-d928c0c6c2a0,cc3c84fd-ec97-4318-b44b-446ab8f9d509,,Šušvė,LTR41,Šušvė žiotyse,POINT (6115774 489047),2017-03-06,24.1,1.39,1.0,9.2,4.7,14.0,98.246,8.6,568,2.0,0.06,0.02,6.4,6.48,7.6,0.052,0.073,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,01124850-90eb-4070-9c88-7ffb17a4a272,1c0fc3c1-1716-49e2-843d-7761facfd214,,Nemunėlis,LTR357,Nemunėlis ties Tabokine,POINT (6253687 552504),2017-10-13,51.5,0.65,11.3,10,4.2,7.79,71.272,7.8,445,2.1,0.018,0.02,2.1,2.138,3.1,0.12,0.12,62.2,,6.52,76.0,4.31,28.0,3.27,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,0116caf1-104a-4725-b3f5-87e1a992046f,f6ff9a75-c044-4b4d-9660-507937aad44e,,Šešupė,LTR137,Šešupė ties pasieniu su Kaliningradu,POINT (6092523 418515),2019-01-21,59,,1.0,4,4.3,11.68,81.965,8.66,626,3.9,0.26,0.038,8.2,8.498,9.6,0.07,0.18,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/upiu_monitoringo_duomenys/UpiuValstybinioMonitoringoDuomenys,0119bbb9-f6e6-4523-bd32-55503cbee7d0,745c50dc-a4ce-4512-afee-32aa5616d7ca,,Beržė,LTR878,Beržė žemiau Kalvelių,POINT (6018730 579298),2017-02-02,0.528,0.38,4.3,3.1,3.3,9.58,73.523,6.37,422,1.9,0.075,0.015,2.75,2.84,3.23,0.03,0.042,"<9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
